username,device,browser,operating_system,ip_address,country,city,login_hour,failed_login_attempts,new_device,vpn_detected,trusted_device,trusted_location,user_role,organisation,risk_score,risk_level,recommended_action,reason
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.54.111,Australia,Brisbane,20,1,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.78.112,Australia,Brisbane,17,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Linux Laptop,Firefox,Ubuntu 24.04,212.137.165.219,United Kingdom,London,4,6,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.142.226,Australia,Brisbane,21,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.194.87,Australia,Brisbane,19,1,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,MacBook,Google Chrome,macOS,88.143.141.143,Singapore,Singapore,23,5,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Ubuntu 24.04,177.243.251.115,United Kingdom,London,1,4,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.113.104,Australia,Brisbane,8,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.188.122,Australia,Brisbane,11,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.169.91,Australia,Brisbane,12,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.128.60,Australia,Brisbane,11,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,MacBook,Microsoft Edge,Ubuntu 24.04,190.247.141.186,Singapore,Singapore,1,4,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.144.252,Australia,Brisbane,19,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,MacBook,Google Chrome,macOS,182.64.140.12,Singapore,Singapore,1,3,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.64.164,Australia,Brisbane,15,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.6.147,Australia,Brisbane,14,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.174.48,Australia,Brisbane,14,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.58.211,Australia,Brisbane,11,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Microsoft Edge,Windows 11,64.60.213.156,Singapore,Singapore,3,3,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.194.116,Australia,Brisbane,16,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.219.79,Australia,Brisbane,11,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.50.243,Australia,Brisbane,7,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.135.170,Australia,Brisbane,17,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Microsoft Edge,Windows 11,177.240.149.9,Germany,Berlin,1,6,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.232.19,Australia,Brisbane,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.101.109,Australia,Brisbane,21,1,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Linux Laptop,Google Chrome,macOS,43.157.147.113,Singapore,Singapore,1,3,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,MacBook,Safari,macOS,154.20.221.189,United Kingdom,London,22,3,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.46.59,Australia,Brisbane,11,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.10.196,Australia,Brisbane,20,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.20.196,Australia,Brisbane,11,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.226.235,Australia,Brisbane,14,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.251.249,Australia,Brisbane,16,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,MacBook,Firefox,macOS,106.253.147.170,Germany,Berlin,2,5,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.18.117,Australia,Brisbane,20,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
agent1@example.com,MacBook,Microsoft Edge,macOS,14.96.185.160,Germany,Berlin,2,6,True,False,False,False,Agent,Global Education Agency,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
agent1@example.com,Windows Laptop,Google Chrome,Windows 11,101.44.26.53,Australia,Melbourne,18,1,False,True,True,True,Agent,Global Education Agency,15,Low,Allow Login,VPN detected
agent1@example.com,Windows Laptop,Google Chrome,Windows 11,101.44.224.226,Australia,Melbourne,10,1,False,True,True,True,Agent,Global Education Agency,15,Low,Allow Login,VPN detected
agent1@example.com,Windows Laptop,Google Chrome,Windows 11,101.44.122.182,Australia,Melbourne,9,0,False,True,True,True,Agent,Global Education Agency,15,Low,Allow Login,VPN detected
agent1@example.com,Windows Laptop,Safari,Windows 11,31.78.255.239,Singapore,Singapore,4,6,False,True,True,False,Agent,Global Education Agency,80,High,Require Additional Verification,"VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
